level_0,index,Unnamed: 0,reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,lengthContent,Language
7300,10632,10632,c510b771-9b9a-4303-9c55-87116ffd9543,"Amazon Shopping is a great app for shopping. It has a wide variety of items to choose from, and the prices are very reasonable. The app is easy to use, and the customer service is excellent. I would definitely recommend this app to anyone who loves to shop.",5,3,26.21.0.100,2023-11-04 02:36:40,,,26.21.0.100,2,257,en
936,1424,1424,a313576d-79f4-4538-8d22-6edc1c67a0cc,I love Amazon Prime app. The most convenient shopping app that I have seen the only problem is the shoes that always seems to be too small. Especially slippers and sandals. Oh dress up shoes are too . I have put more than several in my List of items that I want to buy. Oh and the delivery drivers sometimes don't follow my instructions so there's a delivery the next day... I'm not pleased with that at . You need to give more time to deliver each package 📦 so it's done correctly.,4,4,26.23.4.100,2023-12-29 14:49:32,,,26.23.4.100,2,482,en
7913,11672,11672,caf274c6-fcca-405e-8167-f97bed69787f,"I wrote: Absolute rubbish. I cannot change anymore country and language. But, now I found how to do it. Just type in the search menu amazon of different country, e. g. Amazon. nl and it will ask you if you want to change to that country. Very intuitive, but we were used to to the old version.",5,8,26.20.0.100,2023-10-21 08:29:23,,,26.20.0.100,2,293,en
9259,13884,13884,04e399e8-10ef-42e9-8392-58cef230ac15,I will change my rating to 5 stars when they fix their product review system..,3,0,26.16.0.100,2023-08-30 21:49:33,,,26.16.0.100,1,78,en
9380,14034,14034,fb3663dd-d9e4-4f4e-b88a-82829e32880b,latest version keeps crashing. i'm on Mi A2 with Android 10.,3,80,26.16.0.100,2023-08-24 07:38:05,,,26.16.0.100,1,60,en
11050,16131,16131,2a1c941c-7e06-4e57-8b48-afaa85ab9338,I'm sorry but I don't think I could survive without amazon anymore. they really need to monitor the quality of some of the items they sell.,4,0,26.12.0.100,2023-06-11 10:41:30,,,26.12.0.100,2,139,en
2763,4011,4011,c7739cd2-c00f-4583-a54c-537f7e74f404,Very upset I can't see my order screen. Getting very over it! Might have to break and switch to temu they need to update and fix glitches asap,2,1,26.23.0.100,2023-12-09 23:34:47,,,26.23.0.100,0,142,en
8913,13441,13441,1efb5858-2db8-428d-8399-980827a5eba5,"The app has recently been very difficult to use. Whenever I search Kindle books, I now have to scroll through pages of women's clothing items. NOT helpful and wastes time.",2,0,26.18.4.100,2023-09-19 20:31:59,,,26.18.4.100,0,171,en
8555,12825,12825,198f7eb2-1544-493f-b2bf-1535c41ad202,Amazon has nice stuff but they have to many people don't know about the stuff they selling needs more proud,4,0,,2023-10-04 15:22:26,,,,2,107,en
14551,20569,20569,946c18f8-f7d1-4e84-ae32-0ef46ccfedba,"Was working fine until a few months ago. It started to show a page where I have to check my internet and thus show a dog saying ""uh oh"". Everything was fine till this pop-up appeared on my phone. No matter what I do it just blocks me from buying anything.",3,0,24.20.2.100,2022-11-02 21:09:57,,,24.20.2.100,1,255,en
12070,17373,17373,11930e22-f1ff-438c-aecf-6a3ad35f0e63,"Prices are going up, but my 1-day shipping items are taking 2 days.",3,0,26.6.2.100,2023-04-14 23:30:57,,,26.6.2.100,1,67,en
16997,24263,24263,40f3f8c7-1dfc-457f-bdbc-48d8a3791ad9,Would be useful to have fingerprint recognition to stop other family members accessing what you have purchased or browsing,4,0,24.10.2.100,2022-06-04 04:39:31,,,24.10.2.100,2,122,en
6892,10103,10103,ca0a90aa-baf2-404b-a789-7f936942f2e5,Only giving three stars cuz the app keeps crashing which ruins the otherwise great shopping experience.,3,0,26.21.0.100,2023-11-05 21:43:36,,,26.21.0.100,1,103,en
1275,1909,1909,6d6cfdf3-56d5-4751-99a0-b5ee678548f4,This app only used in big country we can not use in other country and i try to log in but it does not login,1,0,26.23.4.100,2023-12-26 00:31:37,,,26.23.4.100,0,107,en
6893,10106,10106,c75a54ac-60c0-44b6-ad82-e38de9faec3e,"Ap continues to fail, doesn't respond. Reboot and all was updated and still continues.",4,0,26.21.0.100,2023-11-05 21:34:59,,,26.21.0.100,2,86,en
7895,11629,11629,78815dc6-bd19-445f-864c-7737796da4a9,You need to add functionality to the app to mark ordered items as having been delivered. Several orders have been delivered but arent showing as such in the app,3,0,26.20.0.100,2023-10-21 20:27:20,,,26.20.0.100,1,160,en
10561,15545,15545,58903522-c9e5-45ae-b67b-1941d4e9d171,"I love the selection and ease of ordering, but I discovered the shipping is extremely high unless you have prime...",4,0,26.13.6.100,2023-06-28 19:58:38,,,26.13.6.100,2,115,en
14380,20343,20343,1534c3e4-2569-4dd5-8177-f8497a4b8c77,"I love Amazon however, my language setting changes to Spanish all the time. I only speak English so do tell how I am suppose to change that if I can't read it and I would say most important WHY!!!!!! I have to uninstall/reinstall all the time!!!!!",3,0,24.21.0.100,2022-11-14 08:54:22,,,24.21.0.100,1,247,en
694,1055,1055,983f4efb-64ba-474c-9394-59ea25fe0bf3,I love the convenience of not going to several stores and fast delivery.,5,0,26.23.4.100,2024-01-01 09:38:42,,,26.23.4.100,2,72,en
8727,13134,13134,64ac5b6c-6b4a-4a66-88e3-1df631d3a1cc,The app tends to slow and take a bit of time to load between screens. Sometimes the app needs to be closed and the cache cleared in order to run properly again.,3,0,26.18.4.100,2023-09-29 05:45:36,,,26.18.4.100,1,160,en
12166,17499,17499,3216d377-894e-4428-8485-b95f57458705,For the last year when selecting a size or color for an item it it won't change to the option I chose. It will revert back to pick size/color. I have to select size/colors multiple times for it to stay. This is so frustrating!!!,4,0,24.22.0.100,2023-04-09 00:40:35,,,24.22.0.100,2,228,en
1426,2137,2137,792d6258-a0e7-4831-9230-d9dbd58e4c4a,Did not do a lot for me I need more than that to get me threw the day,4,0,,2023-12-23 19:14:24,,,,2,69,en
2718,3945,3945,a60b274e-3739-4299-a566-d88af9dccfec,I have been trying to create an account on this app but it not working,1,0,,2023-12-10 13:15:21,,,,0,70,en
503,779,779,4bc6ca15-7aaa-481f-8683-9d82d8b0a422,"good integration into the shop; user experience, especially for using lists, could be improved",4,0,26.23.4.100,2024-01-03 05:55:55,,,26.23.4.100,2,94,en
13259,18889,18889,90da1497-f5cc-4782-8436-242f331f4a47,"Had to downgrade to 2 stars. Recently packages have been arriving a week late. They won't give me a refund, as they promise. Some packages I've canceled and still haven't received a refund. Again, there seems to be no stock in paying for Prime, since the order will come in late. It's just a way that they can get their money like the greedy bastards they are.",2,0,26.1.2.100,2023-01-18 03:42:21,,,26.1.2.100,0,360,en
11105,16191,16191,30f489d9-5376-430b-843e-62a7c50f1103,Please put the search box back on top,2,2,26.12.0.100,2023-06-10 11:09:56,,,26.12.0.100,0,37,en
9805,14577,14577,aaa6d4ac-9227-4ca4-bab4-6b52a6f14e05,"Hello, could we please remove the little ""heart"" button for adding items to favorites list? The one which appears on the product listing details? Why? I am *constantly* accidentally triggering it as I swipe back and forth through the listings. This only recently started happening. Is the favorites button placement new? It's never happened before, and now it's happening to me all the time. I guess it's too close to the edge of the screen, directly in the path where it's natural to scroll. :(",2,57,26.14.2.100,2023-08-03 19:13:13,,,26.14.2.100,0,495,en
5984,8939,8939,3de539e9-7450-46f9-b10c-ed4def1ceb32,"I'm getting my first month free shipping now. Said I need to sign up for the 14.99 Shipping, can you enroll me now. For next month!",5,1,26.21.0.100,2023-11-07 06:38:47,,,26.21.0.100,2,131,en
8227,12246,12246,3f5b17af-592c-471a-bd05-f21bd5a1f769,I'm really starting to love this app,5,0,26.19.4.100,2023-10-12 15:56:58,,,26.19.4.100,2,36,en
12836,18357,18357,d7b04c2d-d388-479f-909c-0a6a3d62ca93,"Really confusing user interface. I had to look up how to access Messages so that I could follow up an order. Also, status of orders should be shown on one page rather than having to click into each order to see their statuses. Amazon's UI team could take a page out of eBay's UI team's interface.",2,10,26.3.0.100,2023-02-19 20:40:08,,,26.3.0.100,0,296,en
16105,22846,22846,500f1801-7a88-4c8f-b64d-339ab8bec4d5,The app is perfect for shopping and other stuff but the problem is when I try to check when my packages come it will sometimes glitch and won't let me see it overall it's a good app for shopping 👍🏼,4,0,24.12.6.100,2022-07-26 17:21:18,,,24.12.6.100,2,197,en
1998,2941,2941,30c8f2cc-9f1d-489c-ae1a-5b63dc674fdb,There should be a report on invoice charges that match the payments made from credit cards without drilling down several levels. Very cumbersome.,2,0,26.23.0.100,2023-12-17 18:33:36,,,26.23.0.100,0,145,en
15112,21311,21311,320456ca-b610-4229-a587-21d0e712c6af,Great app. Customer service is helpful. One place you could improve on though is the payment confirmation information. It does tend to confirm a payment and then later say it failed. Wish I could learn of the failed payment immediately so I could rectify it right away.,4,0,24.17.0.100,2022-09-29 03:59:56,,,24.17.0.100,2,269,en
6665,9836,9836,ce24dcfe-7fe9-42eb-9ef7-afd1d2589534,It's been crashing all weekend and it sucks b/c I'm trying to track orders and place more it's official the holiday season. I hope you can fix this immediately!!!!,2,0,26.21.0.100,2023-11-06 09:31:49,,,26.21.0.100,0,163,en
12164,17497,17497,d79ef7ff-1960-4149-ac9c-985403b5bd4d,I donot know that. But i love this game,4,0,,2023-04-09 01:15:44,,,,2,39,en
12577,18034,18034,90f8583a-d6ee-47e2-b57b-f330130db590,I think shi in better than Amazon but it's good!,3,0,,2023-03-10 20:30:34,,,,1,48,en
14579,20606,20606,6d1062a9-5ca7-47c6-b953-4a1bed3c8af0,"The orders page constantly refreshes over and over. Seems to be a persistent bug, since I see it resolved and then it starts up again. I am on a Pixel 6 Pro with latest updates.",3,1,,2022-11-01 08:50:11,,,,1,177,en
6838,10040,10040,376cadd9-3029-460c-962f-7f0eaadf1e0a,Still loving the concept but with each update it gives the more it wants to crash....,3,0,26.21.0.100,2023-11-06 00:44:49,,,26.21.0.100,1,85,en
16072,22795,22795,fb23e930-2bf7-40f2-9ebe-973815a4048e,"No past or current orders shown. As other people have said, it stopped showing my orders, which are still visible on a web browser, and the customer service told me ""just use the web browser then""... Reinstalling fixed it (which the customer service agent did not suggest, but still pretty bad bug).",3,6,24.13.0.100,2022-07-29 02:27:57,,,24.13.0.100,1,299,en
9023,13579,13579,119c76ea-3601-47e7-bb78-6bc9fb1c0b37,"I only have one problem with the app, can't delete all search history.",4,0,,2023-09-14 18:48:32,,,,2,70,en
15624,22001,22001,32454e77-5645-4fa8-b315-c23f01c97bb2,Does not play well w/ Fold 4 front screen. Does not recognize new device. Needs way to reset it. Going to try Amazon 4 tablet on main screen see if that works.,3,0,24.15.2.100,2022-09-01 21:06:48,,,24.15.2.100,1,159,en
1019,1545,1545,9f4ced8a-07e3-434f-a9d7-d0bc030088f8,Latest update (last week) is the worst of all. App crashes every other search now. When it does work is slow to load.,1,0,26.23.4.100,2023-12-28 19:28:07,,,26.23.4.100,0,117,en
16678,23728,23728,2e9ef2a9-ed2b-4b15-b7c1-dbf69735c15a,"Compare with similar items, HA! More like compare with what's already in your cart and nothing more OR it suggest items complete off target to what you are shopping for. I recall the feature actually comparing your selected item to ""similar"" related items, be it other brands of same type of products or same item brand but different price and seller. Not anymore! All you get is a preview of other items already in your cart or junk. Since post pandemic things have changed. #Yawn",4,0,24.12.4.100,2022-06-19 09:35:15,,,24.12.4.100,2,481,en
2946,4274,4274,a9c9e412-5784-4343-84c4-a5c763b9c5b5,Put the search BACK on the bottom where we can reach it please!!,1,2,26.23.0.100,2023-12-08 00:12:42,,,26.23.0.100,0,64,en
14511,20516,20516,4a26fc3a-5323-46b1-b3f6-469fb4e694e8,Not user friendly. Designed to take your money as fast and as often as you can,3,1,24.20.2.100,2022-11-05 11:06:35,,,24.20.2.100,1,78,en
16073,22797,22797,85841b94-8efa-4fa1-bda5-6e0832efc158,"Wish lists are so annoying now. Before you were able to add a ""favorite"" item by pressing the heart then selecting the list it should go to. Now, it only let's you save to your default list. So, then you have to go into your default list and ""move the item"" to a different list one by one. It's so aggravating. Extra work for people who want to start a wish list for baby showers, weddings, or housewarmings.",3,627,24.13.0.100,2022-07-29 01:26:08,,,24.13.0.100,1,408,en
4005,5830,5830,45ee5404-de1a-4caa-bd48-21117b4545da,"This app absolutely hates my VPN. Continuous stalls, hangs, and timeouts. Eventually, by refreshing the Home or My Account buttons over and over and over again, I can eventually get through and from there things work fine. I suspect that this is an intentional oversight, that Amazon doesn't feel particularly motivated to expend effort tracking down issues with customers who attempt to shield a tiny scrap of their privacy from their all-seeing eye.",2,5,26.22.0.100,2023-11-26 15:39:44,,,26.22.0.100,0,451,en
3776,5492,5492,64e74cad-f3ce-424a-9f45-dacb1e631e89,"You order an item with a different charge, and they charge you a different charge nonsense",1,0,26.22.0.100,2023-11-28 18:14:04,,,26.22.0.100,0,90,en
13002,18566,18566,17932355-8f16-48b4-8ba4-b79b7c8bf6b1,"I was pretty happy using Amazon when I first made an account this past summer. But when Amazon fired, their employees and packages were being delivered daily. I am still waiting to receive a package that I ordered in January. I am starting to feel like Amazon is really wasting customers' time to wait to receive a package for a whole month. Amazon is trying my patience so badly. Is there a way to get my package shipped faster? Please help me!!!",2,0,26.3.0.100,2023-02-07 14:35:43,,,26.3.0.100,0,447,en
8565,12840,12840,70917137-4210-4c1f-afb0-994ebec7fb7d,Convenient and reliable! especially when transportation is difficult! so much to choose from and there is something for everyone!!,5,3,26.19.2.100,2023-10-04 10:04:47,,,26.19.2.100,2,130,en
10991,16067,16067,b801ccd4-7c47-4429-83d6-37a5fde3f2f7,"Easy enough to find what youre looking for. Following packages is worthless now....no notifications plus my name and address cover the whole area on my map now? I know my name and address thank you, what i dont know is where my packages are",2,0,26.12.0.100,2023-06-12 19:12:52,,,26.12.0.100,0,240,en
11790,17014,17014,139d2dc9-c6f5-48d6-9048-d64cc6eeadf4,"I have really enjoyed this app! Since a recent update, the app has been freeing often. It is very frustrating! Because of this, I have rated it 4 stars",4,0,26.9.0.100,2023-05-02 15:59:15,,,26.9.0.100,2,151,en
2149,3161,3161,cf11ac23-b55d-4939-9b84-ecbcf28efe9f,"Amazon does NOT like tablets. This app will not install on tablets, at least not on Samsung New Gen tablets. The former ""Amazon for Tsblets"" has been discontinued, for whatever reason and the movie version won't install on a tablet. You have to shop on the web. Heaven forbid that we can actually see things easily on a larger screen without having to fire up the desktop.",1,3,26.23.0.100,2023-12-16 03:36:39,,,26.23.0.100,0,372,en
7317,10658,10658,76e9f7c5-71ce-4e0e-85a9-0ae4a10e5d24,I don't know what is going on but the app has been repeatedly crashing since the update on the Oct 20th. Fix this issue please,3,1,26.21.0.100,2023-11-03 23:46:56,,,26.21.0.100,1,126,en
14154,20057,20057,d90e077d-e689-4d9d-8313-a86f2cbe740f,I am unable to send a link to a product with my messaging app since it updated.,2,0,24.21.4.100,2022-11-27 00:55:18,,,24.21.4.100,0,79,en
2777,4035,4035,114a7473-f41f-4fa4-83c0-e2f2174a88f2,I love the quick delivery and all the great products that are available!!,5,0,26.23.0.100,2023-12-09 18:40:33,,,26.23.0.100,2,73,en
13955,19796,19796,ce19b093-32d3-4897-9070-091dcc416fcf,"Not good. It charges my card way late so it is always a worry of if I have money when they decide to charge me. That as well as I wasn't allowed to cancel an order not even 10 minutes after I placed it. WHY GIVE CANCELLING AN OPTION IF I CAN'T DO IT. And it takes so long for things to deliver to me. If you want a cheaper and easier faster way to get the things you want, shop on Mercari",2,0,,2022-12-07 16:25:00,,,,0,388,en
12323,17702,17702,9a582486-b771-489d-ac62-50ea40c24471,"Great most of the time, sometimes app won't open though and I have to use the website.",4,0,26.6.2.100,2023-03-28 22:25:52,,,26.6.2.100,2,86,en
3480,5055,5055,82bd2ecb-0365-4080-aaee-67dac0558372,Idk no comment it could be a book size complaints n plural,5,0,26.22.0.100,2023-12-02 04:00:15,,,26.22.0.100,2,58,en
2367,3462,3462,63dd511c-42d2-4819-abe1-3fa7b3232e20,"Fast, easy, and very large variety of items",5,0,26.23.0.100,2023-12-13 23:46:32,,,26.23.0.100,2,43,en
11949,17218,17218,572f03bb-7cfd-4543-b9f2-e434fe47e4e5,App is okay but search font is white and search bar back color is white ?! So can't see what I'm typing. Quite annoying,2,0,26.8.0.100,2023-04-23 05:34:36,,,26.8.0.100,0,119,en
4045,5887,5887,c3599c60-e8a0-47b4-9915-2a0f1f25a6f8,The app has become horrible after recent update. Can't use it for more than 5 seconds. Terrible experience especially on Black Friday. Someone's gonna write a long COE.,1,0,,2023-11-26 05:30:33,,,,0,168,en
5980,8932,8932,7b444ebe-1737-4603-a73f-b7a4ff66a72f,I can no longer get my browsing history it just constantly shows the most trending searches. The app keeps crashing to the point that I thought there was something wrong with my phone until I read the other reviews. Can't access my list to view the items in my list because it keeps pushing me back to the top of the screen.,1,13,26.21.0.100,2023-11-07 07:07:40,,,26.21.0.100,0,324,en
447,689,689,7064642a-dfa5-4990-888c-be3682197e8d,Did you just remove the ability to change country??,1,3,26.23.4.100,2024-01-03 20:18:33,,,26.23.4.100,0,51,en
9466,14145,14145,97501348-7c08-4e54-b758-acf0a7587560,Can we move the search back up to the top? This is unnerving. Why is it everyone thinks we need to improve things that already work perfect?,3,0,26.16.0.100,2023-08-20 01:51:52,,,26.16.0.100,1,140,en
10192,15082,15082,dd8b2361-14c9-4012-8d94-7987ed0c79f1,"Having the Amazon app open for longer than 180 seconds, even if it's only a background process, will cause the phone to stutter with up to 45 seconds of non-response from the OS. This has only been the case as of June 2023.",2,1,26.13.6.100,2023-07-15 04:24:42,,,26.13.6.100,0,223,en
3005,4351,4351,b4800993-d2c7-4f29-9b36-6b758e882a94,Look this app was good at one point in time but now you have these people charging you bank info for there own personal stuff. My bank card was already alerted me of charges I never made cause Amazon staff started to take my card info and use it for them selves as well as my girlfriends. I will not redownload this app ever again. Do your self a favor and don't trust these guys.,1,0,26.22.0.100,2023-12-07 13:47:06,,,26.22.0.100,0,380,en
1183,1769,1769,3c92a639-1849-4ddd-8548-fa6e44c0dc65,"You nearly got the whole world, isn't it bezos.",3,0,26.23.4.100,2023-12-27 09:02:47,,,26.23.4.100,1,47,en
2089,3077,3077,82edc5bd-2e60-43af-ac78-1e0e75ce4887,I like this app so much. Very good products on good prices,5,0,,2023-12-16 17:16:31,,,,2,58,en
7682,11245,11245,6be04a27-d73a-4875-ab85-863c5a3185d0,Great marketplace for gift's but not happy to know that delivery only receive a short percentage pay for there service.,4,4,26.21.0.100,2023-10-27 22:58:50,,,26.21.0.100,2,119,en
16791,23908,23908,75e5a0fd-4b8f-4126-900b-e5b096cc4810,"Good app. But Iwould like to be able to change between amazon countries; say between amazon.es (spain) and amazon.de (germany) to buy products from both regions, since international deliver is very easy these days.",4,2,24.11.0.100,2022-06-13 09:32:48,,,24.11.0.100,2,214,en
