reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,Language
37d741b8-6b8b-4824-bc5d-90c79bb13468,Mohamed Ibrahim,https://play-lh.googleusercontent.com/a-/ALV-UjVKoxvsEXZ7-jfojIiUHsDF9ZZU3A3uIlzj9qGqMLVsd9k,Punch of scamers i returned an order and the app says money refunded back on the 14th of Jan and they kept contacting me by emails on my mail box asking for documents till 25th of Jan and till now i didn't receive my refund yet I highly don't recommend buying anything from this app as you will be scamed and you won't receive your money back if you returned any order,1,1,28.3.0.100,2024-02-11 11:54:14,,,28.3.0.100,0,en
b37f6d50-c764-403e-809c-475763df797d,Greg Quan,https://play-lh.googleusercontent.com/a-/ALV-UjU02P-d6zb9s8PVO4U_an-O3HAE23B9LtZOhywV6YqjGEP-,"One of my favorite apps, use Amazon nearly daily. Has timely updates. Please update app icon to ""Material you"" and get rid of ""shopping"" (iOS doesn't have that in the name).",4,4,28.1.0.100,2024-01-13 02:48:46,,,28.1.0.100,2,en
e50a48a2-1b2a-479c-b6d3-509cdf09a45a,mark polintan,https://play-lh.googleusercontent.com/a-/ALV-UjUYj9P-ch005DwzWpKTVPTdFOOjzMTN0vzH_ebyJ-KtV4Q,Super laggy when browsing review photos. Also crashes when shopping. Super laggy in general.,3,1,26.23.4.100,2024-01-09 23:59:29,,,26.23.4.100,1,en
7929c040-e4f1-45a6-95ba-cb90d5a628c1,Michael Chung,https://play-lh.googleusercontent.com/a/ACg8ocJ8dJ7VvmO1UTMAJHbBKsWxAfx6Ok9P0amoBE-S6eup=mo,"Why would you move the search bar to the bottom of the app? This ui change made me uninstall and use the mobile browser lmao. Terrible idea! UPDATE : Incredible, they quietly reverted the change. I had to look this up. Still 3 star for pulling this bs!",3,2,28.2.2.100,2024-01-27 02:39:26,,,28.2.2.100,1,en
0193ccec-8a67-4b77-9f68-c2597809154d,Neil Edwards,https://play-lh.googleusercontent.com/a/ACg8ocJ2A0PLE9hbTtAB-Q9pDtA5Wp7CvfZtNBgJ2E77TB4-=mo,"unable to display all previous orders, when applying filters you get a list of about 12 previous orders. Strange how it works fine on my phone and kindle fire but not on tablet",3,0,28.1.0.100,2024-01-19 06:55:36,,,28.1.0.100,1,en
ad278582-c23e-491e-bca9-85e15cb67ee3,Nick Groh,https://play-lh.googleusercontent.com/a-/ALV-UjWjdMPsF70ER51Mys-w8WnKmRClJt3zUep0V7lfdPLvY1Ot,"Amazon has become a wasteland of knockoffs and scam listings, and they couldn't care less. Try reporting listings that use prior 4&5 star ratings from completely different products and nothing happens. 3rd party sellers chronically terrible either not shipping or shipping complete trash. It's like temu or another scammy shopping site, except with those that's the expectation.",1,11,28.1.0.100,2024-01-25 09:23:41,,,28.1.0.100,0,en
36eef02a-00f8-4528-ac8f-83a7981b6166,Keith Coffman,https://play-lh.googleusercontent.com/a/ACg8ocI6kZtgrLTHRdNHmCDbtlvw4XA-7_7StyXnu2U-e4-Y=mo,I love amazon I am a prime member but this app is really slow and lagging,1,0,28.1.0.100,2024-01-17 07:24:47,,,28.1.0.100,0,en
da7f1c2d-5474-4055-b717-a3a08d505bd9,Xn Sen,https://play-lh.googleusercontent.com/a-/ALV-UjVA99tH5DWYrOHG6Wt34yX9N3s1sKL3JnmB2M936DzEArA,"Use to be a good app but since today, it doesn't work in China. You are forced to re-direct to website amazon.cn and non of the part of the website is click-able. Like a zombie. Very bad. We know you have a separating strategy for Chinese market but why, why confusing us who use global version app? Disappointed 😞.",3,1,28.2.2.100,2024-02-12 08:05:06,,,28.2.2.100,1,en
4a7f38ed-1791-457d-948b-919f0729a6b4,Peggy Mackness,https://play-lh.googleusercontent.com/a-/ALV-UjU_QdHQtIZdbQmxEad-6MJyjHh41NcujF00YgTAJz3thcx_,"I want this app on my cell phone SM-A530W, besides my Galaxy Tab S7FE..thank you.",3,0,26.23.4.100,2024-01-10 19:12:22,,,26.23.4.100,1,en
98a2fb67-99fc-4b4d-8b90-66a7807bb385,Salvador Marrero,https://play-lh.googleusercontent.com/a-/ALV-UjUdWvk9xfHSrbBT8lGh9t9M5Iiy6i45MpKd6DjrUOqakA,shopping online through this app very fast,5,0,28.1.0.100,2024-01-25 21:30:35,,,28.1.0.100,2,en
c40b7462-c86b-4b1f-baff-59fc01193e6f,Chris Dewalt,https://play-lh.googleusercontent.com/a-/ALV-UjWrGuHph4AqKtdNlMkm_LPzgEUDqxyURB5dst2NbbgYgw,I can't even use the app since the latest update it keeps crashing a few seconds every time after it is launched please fix this!,1,1,28.1.0.100,2024-01-12 14:43:34,,,28.1.0.100,0,en
8f52ae42-d527-42a1-8e39-eef973cff8c4,Pamela Bradley,https://play-lh.googleusercontent.com/a-/ALV-UjXXHuVM275336benZ20X2OO5Wc2-XGO8lMX7dnyDlHgD_Y,"item turned out to be not what we wanted, item bend when weight is put on it. need updates.",3,0,26.23.4.100,2024-01-12 20:42:37,,,26.23.4.100,1,en
630b6313-ab65-4261-a6e6-8ce61460a356,Rodney Cox,https://play-lh.googleusercontent.com/a-/ALV-UjUTsLRS3PtTfqbk5vWrZqUJhOjdICatfHolclsFwxyqtYU,I really like Amazon. 👍🏾 The convenience is key for me.,5,0,28.1.0.100,2024-01-18 13:18:05,,,28.1.0.100,2,en
5a6eaa5c-7c97-492d-a9d2-50e207030069,Alan,https://play-lh.googleusercontent.com/a-/ALV-UjXlCbel8PTfRDc0zNwHTgRGaCUdUd7Rn2XS3SFEevX6Xw,ok off the top most expensive and the amount is a bit low costs are a bit more flexible than I thought it would like you are looking for the best experience of my account direct to my house to get things done to the right value of your life good situation here but Amazon is the only way that you can get a good feel for the transaction on your website and you can get a new phone number and a new direction in life for me I can give me to be able help out and help me to establish a chance to work,3,0,28.2.2.100,2024-02-11 11:18:24,,,28.2.2.100,1,en
db10057d-21fd-436a-bf60-9c3bb488f08c,Cheryl Cutcher,https://play-lh.googleusercontent.com/a/ACg8ocIhwLFL1qnS0xXlZl9P-22hQBqahG-9bwJ5UavQbgyY=mo,"I used it for I thought free one time during Christmas, now I'm being charged every month, how do I stop that !!!!",1,0,26.23.4.100,2024-01-11 12:03:26,,,26.23.4.100,0,en
15fd24e4-e89f-40e8-8e62-498979ab5a18,Kram Senoj,https://play-lh.googleusercontent.com/a-/ALV-UjVz1-dCoWMcsA16SxcfcVYSABwpZVAz3Fa7GZg8NaLMOw,Burns up to much data. I'm cutting back. Plus charging for fresh delivery . What's the point no savings. Ill just get my own.,3,0,26.18.4.100,2024-01-25 17:13:08,,,26.18.4.100,1,en
3e3b740e-0caf-4ac0-95db-35e32c5469c0,Panos DX,https://play-lh.googleusercontent.com/a-/ALV-UjXVXBfQkHh1ZNCymTTNkmh9kMa_Ey05OMVofYKuqz-09vI,"Bring back the ""You bought this item at so and so time"" back please. It makes absolutely no sense when a customer is very satisfied with a product whether he bought that particular product or something similar. I am assuming this action raises the cost of operations with more returns. It is the MOST useful feature you had. And of course been Amazon your developers have to mess up the good functions.",2,5514,28.3.0.100,2024-02-19 04:15:14,,,28.3.0.100,0,en
a4513762-a262-4332-8b5b-3a75339490d6,Chris,https://play-lh.googleusercontent.com/a-/ALV-UjVZqGHe6G-oMGtIIqZ8i_NQzy6-_YBnzQsYmeHSbWCwfYY,No dark mode in 2024. 1 Star until then.,1,1,28.1.0.100,2024-02-17 11:01:18,,,28.1.0.100,0,en
4be80c31-8f2e-4f16-af2c-c951606eff11,Jersey GG,https://play-lh.googleusercontent.com/a/ACg8ocJugmM0omKC4-yOKryFtGaYEtVIWY3GuzYuGio6FNRt=mo,I love it! I have Prime with so many perks! Fast delivery!,5,0,28.3.0.100,2024-02-13 08:12:02,,,28.3.0.100,2,en
6956da2d-95a1-4e6e-aab6-cc6b3db285a5,Carlos Wright,https://play-lh.googleusercontent.com/a-/ALV-UjX5u6sb8PtI39FNhZhWb_QtRgpyn7FhJAJvZMY6H1KZ2D4,"Ths shld b 5star but over the last 5 yrs or so I've had this feeling like sumthng was OFF... THEN 2DAY IT FINALLY HIT ME!... I remembered when Amazon use to have the option to, if u wanted to add sumthng 2 ur wishlists (n which I have more than I'd like to say ANY OTHER AMAZON SHOPPR ACROSS THE GLOBE) U just had to hold dwn on said item n it wld ask if u wntd 2 add it 2 ur list... PLZ BRING THIS BACK N ILL GLADLY GIVE A 5STAR REVIEW",4,0,24.22.0.100,2024-01-24 00:50:38,,,24.22.0.100,2,en
359572b8-dd14-456c-ae7a-3213822c3211,adrien csob,https://play-lh.googleusercontent.com/a/ACg8ocJRrJHus4Z1jF-x1SUOiUyPjfj24n7MXAevWdxyeDOZ=mo,"For once I wanted to try the functionality ""show in your room"" but when I'm ready to place virtually the item in my room, the app crashes...",3,1,28.1.0.100,2024-01-24 18:26:42,,,28.1.0.100,1,en
b58c4fba-f87c-45a9-bf25-6c5c194f7d68,Irma Doctor Doctot,https://play-lh.googleusercontent.com/a-/ALV-UjVGeLllLed40xyUlUEpEtNyB_-49ord5E1pzn6WAOWuySLN,great co on time and great deals,5,1,28.1.0.100,2024-01-25 13:35:15,,,28.1.0.100,2,en
b8a5d17c-bb89-4e77-ac3a-c0c1c945bb84,Sam Starits,https://play-lh.googleusercontent.com/a-/ALV-UjUjYE7u4WNUoQZiCKKuY2WQ-dfo4H_yLy_fgirnMUK1XQ,Been super slow at getting packages out lately and not just due to storms,2,0,28.1.0.100,2024-01-19 22:19:16,,,28.1.0.100,0,en
a802e861-a4dd-4871-9bd3-f5df23f58687,Nate Davis,https://play-lh.googleusercontent.com/a-/ALV-UjV-WxKB-MkWpp_XX8JZt-bfac4M7TEpAqzJl5gm6_8PZ9A,"Needs dark mode. Honestly, for as heavily this app is used by people... I'm floored it still lacks dark mode.",3,0,28.2.2.100,2024-02-04 02:56:41,,,28.2.2.100,1,en
4b34396d-80b8-44e8-85e4-ae66f1172978,Teresa Scott,https://play-lh.googleusercontent.com/a-/ALV-UjWNmQtWLPj2T2AXqABHjXr66xSsKLECKOLvFtonrrPGLYk,App constantly shuts down stating a bug. Please fix it,1,1,28.1.0.100,2024-01-11 18:04:59,,,28.1.0.100,0,en
d33d19fa-7c29-488a-b949-228e644da4b0,Charles Gaston (chuck),https://play-lh.googleusercontent.com/a-/ALV-UjWE0-WDP44NLRQsSl-mjU3_OzGTBX09c9MFcnkhripKyfSN,"lm a amazonholic, I love this shitz now go get your amazon on mofo... 5 stars for me, spend dat 💰 🤑 💸",5,0,28.2.2.100,2024-02-04 17:22:16,,,28.2.2.100,2,en
6196a5f5-1fff-45ee-8567-143b2d057dd7,Frank Barrett,https://play-lh.googleusercontent.com/a/ACg8ocKI8yVkYpnzVu8lSbN_KrSt3b35Ul7nXEQwbonZy7T5=mo,First item purchased arrived defective and require me to pay $9 to return it because there isn't a ups store near me.(other option was to drive nearly an hour to nearest ups store. Currently have 3 canceled items that they have yet to refund and are claiming they don't have the means to refund. So they are practically stealing. And can't will only talk off of a script and tell me to dispute it with my bank and all foreign. Yall got paid and claiming you didnt. I would give a zero rating.,1,1,,2024-02-16 14:55:59,,,,0,en
b74a5fc3-2068-4551-80d9-b63e4140f5d5,Kelly walters,https://play-lh.googleusercontent.com/a/ACg8ocKaHmoqn4N4eC3ysnwlQWzGvqmE6aDerxNLmnJ7EYk4=mo,"absolutely love amazon, especially when you can get next day delivery.",5,0,28.1.0.100,2024-01-16 18:08:32,,,28.1.0.100,2,en
8c5bd302-3500-4823-9aed-7ea36a49835c,Oliver Landale,https://play-lh.googleusercontent.com/a-/ALV-UjX_nEavm-9LDdZA35RuLcmT_l7_Zx7EY7XUL5bXu20_Pw,"Everything you could ever need, they have it!",5,0,28.1.0.100,2024-01-19 08:36:44,,,28.1.0.100,2,en
aa3dc4c7-77d9-4a48-ae7f-3173aceb4b87,Kenya Johnson,https://play-lh.googleusercontent.com/a/ACg8ocIJytxHDtQ442bsM26gUOPbduwYgBMoEP9Nso6xPF7v=mo,"I love amazon so much... but where is dark mode.???? It's 2024, come on...",3,0,28.3.0.100,2024-02-13 05:25:58,,,28.3.0.100,1,en
dcf405b6-90e2-41ac-80d3-785ca76824d2,Saviour,https://play-lh.googleusercontent.com/a/ACg8ocJVjHBjLzB1AeL8_yt8hnOd6HYw-mwndYP738wkqy-r4wU=mo,"They illegally stole money from my account. I disputed the charges, and they closed my account.",1,0,28.2.2.100,2024-01-26 02:13:21,,,28.2.2.100,0,en
badb6148-7a5e-416e-8fde-4ac64356b053,Regina Johnson woods,https://play-lh.googleusercontent.com/a-/ALV-UjU_HTc9bVG-dBnjsxBiHANOvxTYs6WzFk5Cvp6hR8Wvr58,I am starting not you like Amazon the chargers 👀💔 1499,3,0,28.1.0.100,2024-01-18 22:32:15,,,28.1.0.100,1,en
ad46dbb1-e080-4208-8bc4-2333208d8f2c,S,https://play-lh.googleusercontent.com/a/ACg8ocKFwq1o_G2yHKqgEoBKMwCU-jtPGzlKNG9FqE4KYNe2rg=mo,I really need to stay off this app. 😆,5,0,28.2.2.100,2024-02-08 22:59:48,,,28.2.2.100,2,en
5ed71cb1-9db0-4a13-b894-1597170ee87d,Voss,https://play-lh.googleusercontent.com/a-/ALV-UjX8WbESA44uAG3NyT_nBgJS22r5D2zScrDdl950beRJqM4,"Every now and then the scrolling gets choppy. Not sure what causes it, but it's been an issue for a long time.",3,0,28.1.0.100,2024-01-22 18:17:01,,,28.1.0.100,1,en
f850c486-4199-4356-9759-84e91b7671bb,Thomas Porter,https://play-lh.googleusercontent.com/a/ACg8ocIfi-tBDL8Uo92dJc-82aw7w3SF1GAhY_9XQ4d-yZhT=mo,The ads are ridiculous. They'reoney-grabbing. Amazon is being greedy and trying to nickel and dime customers by adding substantial ad time multiple times to previously ad-free movies and shows. Shame on prime. I want my 40$ back. If I wanted to pay for ads I would stick to cable.,1,2,28.2.2.100,2024-01-31 23:12:09,,,28.2.2.100,0,en
b93005e1-3b10-438a-bd3f-6dd63dd605a7,B L DUNCAN,https://play-lh.googleusercontent.com/a-/ALV-UjV44VL9zGOV8Nor_awe0zBeoU9emQErrmPxhBaMNtkjD8M,The new re-design shortcuts list is nice. Makes it easier to find your lists & everything you're looking for. Continue to update for design improvements for a better customer experience....,5,42,28.2.2.100,2024-02-09 08:50:21,,,28.2.2.100,2,en
7864cd12-7182-4342-9b34-436513daa4df,Liire,https://play-lh.googleusercontent.com/a-/ALV-UjXkKu30iGu17lUza_zYsqRK_bGP1wrJX3zK2yCYEg5V8-oT,"English language of application is not avaliable in poland, well done, guys",3,0,28.2.2.100,2024-01-31 20:34:58,,,28.2.2.100,1,en
2d98e3c2-983b-47de-8711-1f3d112eeb32,Pneula Carptic,https://play-lh.googleusercontent.com/a/ACg8ocL0a0pRMoEfPBjSWE3D-Xfno7VsEljSeOMdOLfvmjeq=mo,I find it ridiculous to require an app only to open a locker,1,1,,2024-02-15 13:57:04,,,,0,en
35c529a3-56d8-4643-a69c-eef7c73ebe73,Chad Forbes,https://play-lh.googleusercontent.com/a-/ALV-UjUqhyrEhsyxnQ_cp4LZUaYXKxOCxQP4PywcHggKVboWViA,"I used to think of Amazon as a five-star app and company but ever since they started with the new add programs in the prime video it has gone downhill. As if they're not making enough money off of us they feel the need to put ads in the videos and on top of that the ads are messing with the streaming quality and will stop some videos from playing and cause them to freeze. This is ridiculous and I think 3 stars is actually quite generous. Step it up Amazon, you can do better than this.",3,131,28.2.2.100,2024-02-06 00:17:23,,,28.2.2.100,1,en
eea30cd1-7d40-41a4-804c-b6c8014b15e7,Cello Persad,https://play-lh.googleusercontent.com/a-/ALV-UjVzJEv008CjEksoPJVm_IcRRub1MmXfmfTDRmpPs-QSGUBh,"Awesome app. Whatever you do, don't get the prime subscription. Not worth paying, especially when they are late with deliveries. I don't pay and get my deliveries within 2 to 4 days when I order and no prime.",5,1,28.1.0.100,2024-01-15 15:55:49,,,28.1.0.100,2,en
ffbde129-cf44-4cf1-99d2-b7abf3d672c3,Charley Wood,https://play-lh.googleusercontent.com/a/ACg8ocKYFK3DWsglyPQmUdyQmhPQW76BnehyLYMUAtI53-yb=mo,Someone stole my debit card info and won't assist in helping out with this scenario. I asked of they had a fraud group I could speak to and was told no. Seriously thinking about deleting my subscription because of this whole ordeal.,1,0,28.1.0.100,2024-01-13 14:10:17,,,28.1.0.100,0,en
d29d65fa-1485-4f89-b4bf-10f1dbd84342,knees suck,https://play-lh.googleusercontent.com/a/ACg8ocKE6o7HA-nj6momzvKhve4fhPuO-OQCVHGhx0PLqYYc=mo,You can find anything on this fricken app. But they're buying up farm land to build mega warehouses and squeezing out the smaller stores. Sad,3,0,,2024-02-15 03:11:20,,,,1,en
adb33e23-0974-4f0e-9677-71bee943bb59,Mary Hambleton-nutt,https://play-lh.googleusercontent.com/a-/ALV-UjX9URXtP0z7smlXzrcE4e_apdYyI9fYKqn-0B4br8Z_L78M,I thought I have a disability and I find it really hard to get outside to go to the shops I find shopping online is the best thing for me so shopping on Amazon is great,5,0,28.2.2.100,2024-02-02 15:03:16,,,28.2.2.100,2,en
b1edbad0-d1bb-4969-9bdf-6d4e71a4397e,Joseph Reneer,https://play-lh.googleusercontent.com/a-/ALV-UjVwvXNOLz0XbMxHksOUFSkjLXpLIWcYuOx1OTaCi5Fq58g,"This app will change shipping and shopping location without any permissions or notifications. Called customer service, they didn't understand and were horrible. Fixed it eventually without help and ridiculous inconveniences.",1,1,28.2.2.100,2024-02-05 20:55:27,,,28.2.2.100,0,en
2fddf73b-b5fb-455b-a9d4-44c49e031cab,Liz Cieplowska,https://play-lh.googleusercontent.com/a/ACg8ocLkY7ExTqnERdo5UdHxZyphjGSly2ZkZZxjau0epRgn=mo,Really convenient and great bulk buys,5,1,28.1.0.100,2024-01-24 17:42:57,,,28.1.0.100,2,en
d5f02d35-697a-4e55-b1a7-55c4a5b8db0f,Douglas Morrison,https://play-lh.googleusercontent.com/a/ACg8ocLSxP9SsJxuXOdu_AzX3QAAf3EeF7KWWSwWBIOeQKWF=mo,Does what it says on the tin brill,5,0,28.1.0.100,2024-01-13 09:43:04,,,28.1.0.100,2,en
48f3c76d-e3b0-4bf5-8485-62d1abe624f6,Daniel Harrison,https://play-lh.googleusercontent.com/a-/ALV-UjWQG1yquGJrO8WQa9wJ6PBcqA-S1ZXtHtWcQMEA9N2UKME,Why is there more prime content than Blu-rays or DVDs when it comes to looking for a movie anymore? I'm not understanding this.,3,1,28.3.0.100,2024-02-13 16:46:36,,,28.3.0.100,1,en
32e3c494-a030-414a-acf5-0c3cbb547aa9,Richard Estes,https://play-lh.googleusercontent.com/a-/ALV-UjVOXYIMt9B2ZRrFpk6LCbhdHdGjUlcKmRdQhPuov_WLAtY,I love amazon. i can always find what I need at a reasonable price.,5,0,28.2.2.100,2024-01-31 01:40:49,,,28.2.2.100,2,en
1ceb9ad5-f3b0-465a-b23d-db83778aefbd,kirsten ling,https://play-lh.googleusercontent.com/a/ACg8ocKzyoExb9u_NFPohrL2ydEeVoO861No2gD8mrENjMX6=mo,"Amazon is good until it's not. They cancelled an order but didn't list it as cancelled in my ORDERS . It was just gone, like I'd never ordered it. When it didn't arrive I couldn't retrieve it in ORDERS because ... it was gone. When I called them, they said it was canceled. Okay, how about telling me so?! I didn't receive the package on time for a costume party. Thanks allot.",3,0,26.3.0.100,2024-02-02 15:13:09,,,26.3.0.100,1,en
03ccf64c-d146-4068-8133-8c7df415e520,Dave Everitt,https://play-lh.googleusercontent.com/a-/ALV-UjX53GhXWTXnSsm-OESSRDLQY1ux2opXpBP_yb3epscES8M,"Customer service is not what it could be. The app updated, the currency and country set itself to USD, US and my past and present orders vanished. All ok on web, App spooked me until I figured it out. No way to quickly contact Amazon .. I know they want to advertise so it's many buttons to check on current orders, but really ?!",3,11,28.1.0.100,2024-01-17 04:14:48,,,28.1.0.100,1,en
a7e28c63-a896-4af5-b0d9-3abcdc6d4056,Amy Woodard,https://play-lh.googleusercontent.com/a-/ALV-UjUpUV8BDrZ36_NK_akNqtuATgnI31Yr3-Xw-Q8rcHzzHSs,"Ever since the Amazon update, I have had the looping problems of going back to Proceed to checkout. I have deleted my app. I have gone to the website. I've called 3x and they keep putting a ticket in and said wait 24 to 48 hours. This is the third ticket I have put in. They tell me its not been resolved (duh). I have a gift card balance and I'd just say screw it and just not use Amazon again. I know it would he hard because it's a great online shopping service, but useless if I can't use it",1,126,28.1.0.100,2024-01-19 13:34:27,,,28.1.0.100,0,en
bf4997fe-fd1f-4c1b-bbe1-22540f12629e,Jodi Thompson,https://play-lh.googleusercontent.com/a-/ALV-UjXlTcOd30Jr1emWZcy42WO_NsD2XX4UdsJC5zGhis7aqeQ,You stole my money. And won't give it back.,1,0,28.3.0.100,2024-02-18 18:23:08,,,28.3.0.100,0,en
456caf4e-5168-4003-8a23-853b5aa500cc,Tyler,https://play-lh.googleusercontent.com/a-/ALV-UjXZ--04FldvXzG4k7utm9zu31Va2UjfgHfwln3iT96zSuk,"Incredibly slow, chocked full of ads. Shady transaction tactics.",3,0,28.2.2.100,2024-02-06 17:19:13,,,28.2.2.100,1,en
4d395742-3bd7-470e-9683-d6b84cbbf8ce,Rithy Oakland,https://play-lh.googleusercontent.com/a-/ALV-UjW2E37pswQxEJIgJYw-L4fGepaEZ3z7TlQ9JN2_7rLY9g,I enjoy buying my stuff at Amazon. I love it.,5,0,28.1.0.100,2024-01-21 00:32:56,,,28.1.0.100,2,en
033ed451-6ccd-436f-a73d-8d0d36aa804e,Daniel Blissett,https://play-lh.googleusercontent.com/a-/ALV-UjVBuw-UuovhY6DetS2rexX2loSBpsWE-S0Q6-PK8QjJYEY,"moved countries, have new phone #..so now cant open",3,0,,2024-02-04 02:17:03,,,,1,en
0ae814d3-0e00-4ed5-ab78-54757b84295e,TRENACEY JORDAN,https://play-lh.googleusercontent.com/a-/ALV-UjUXdHkzWPznOykbUtTwgsMdWtnHHvMG2YtoXhqXkFj48hlb,Constantly crashes and your orders option never works,1,0,28.2.2.100,2024-02-06 11:02:12,,,28.2.2.100,0,en
6e2a29b0-4914-41f9-978f-43a79fa47ab4,Noria Mauna,https://play-lh.googleusercontent.com/a/ACg8ocLhWTboxozR8BZJQJtYm6_UPeVqeE9xetxhhkQqcdms=mo,"Amazon is very n scammer I pay my loptap for urgent my class but untill is not come they said is wrong address, i have ah number but the carrier why not call to send my location, dont order any item to this apps.",1,1,28.3.0.100,2024-02-17 23:16:20,,,28.3.0.100,0,en
8a36d389-5297-4ee4-9904-539bad40661b,Edgar Dominguez,https://play-lh.googleusercontent.com/a-/ALV-UjVFcvWDmq9KHIISY4pc9zkQPQwdHGVtGHfEq6UEazzVfGXr,I like Amazon I just don't appreciate my package being thrown over the fence instead of being placed on my front door where it's supposed to be.,3,0,26.23.4.100,2024-01-11 01:49:40,,,26.23.4.100,1,en
de51fba8-364c-456c-b0f1-70c4415d9b58,Kent Zoller,https://play-lh.googleusercontent.com/a-/ALV-UjWPL5P09Nlm-6Rv6mUQNHyeAiUJJYxLM33BX_VhEQpJi3A,good service but watch out some are higher priced and shipp from foreign countries and no after sale service,3,1,28.1.0.100,2024-01-25 11:44:08,,,28.1.0.100,1,en
