level_0,index,Unnamed: 0,reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,lengthContent,Language
10336,15273,15273,d60fa67d-fbcc-4f80-9230-d832daa2efcb,"Used to be fine.. Don't bother paying for prime and expecting your items to ever be delivered on the day they say .. SO MANY orders are late ..it's getting ridiculous. APPARENTLY UPS quit doing business with them in my area which means , the USPS guy, who delivers mail 2 or 3 days a week delivers everything. I am pretty sure he plays field hockey with the orders . And NOBODY CARES!",3,8,26.13.6.100,2023-07-09 03:55:29,,,26.13.6.100,1,384,en
17295,24737,24737,5c223ec1-b2cb-4e82-8ee1-18e8632737f6,Items are as described also good prices he also get free Amazon prime movie app!,4,0,24.9.0.100,2022-05-16 12:30:36,,,24.9.0.100,2,80,en
12692,18183,18183,1ffce6e3-a918-40d3-a9f3-50b5cc4f72c3,"Convenience is great but the app malfunctions almost every time I use it, having to do things over and over just to add something to a list or my cart very frustrating and causes me not to purchase often",2,1,26.4.0.100,2023-03-01 16:19:20,,,26.4.0.100,0,203,en
16880,24067,24067,9515d755-f148-413f-919c-5fc783f523b1,amazon saves me monger and time!,4,0,24.11.0.100,2022-06-10 00:11:02,,,24.11.0.100,2,32,en
16405,23296,23296,d1dd7675-6f29-4e38-baee-2aba869cd9b4,I cant see my order status or anything on the app.,3,0,24.12.6.100,2022-07-06 14:21:21,,,24.12.6.100,1,50,en
539,838,838,d0e5586a-7264-4844-a982-6ff79f3d671a,"Why have me logged in with a password? I proceed to require my email to send an email code, then require my phone number to send a code, and now I have to reset my password. WHY? nothing was typed in wrong. Nothing should need to change.",1,0,26.23.4.100,2024-01-02 20:41:10,,,26.23.4.100,0,237,en
1127,1694,1694,40874a48-b8db-40d2-a02d-0577b43cb039,I hope Jeff bezos trips and falls,1,1,,2023-12-27 20:22:35,,,,0,33,en
13528,19249,19249,dbd8ff95-f091-4a60-949f-d276837c9b30,"After the last update, my orders don't always display, the app runs slow, and I keep getting errors that push me back to the home page.",2,1,24.22.0.100,2022-12-31 17:15:23,,,24.22.0.100,0,135,en
10736,15772,15772,67c9bd7b-9ae4-46d1-909c-fd7721ecae4f,New search bar has made it terrible. I actually would rather use any other app or just search Google for my products now than deal with the search bar at the bottom and being in the way. Why would they change something that was obviously working just fine?,2,0,26.12.0.100,2023-06-20 17:15:37,,,26.12.0.100,0,256,en
6933,10153,10153,4ca3790a-a462-4be1-835c-a29d20f8d139,Keeps freezing since the last update.,3,0,26.21.0.100,2023-11-05 18:45:40,,,26.21.0.100,1,37,en
14798,20885,20885,45b37ad4-1b2b-418b-9498-c1c79532a32d,Getting really tired of all the ads,3,1,24.18.2.100,2022-10-19 01:48:56,,,24.18.2.100,1,35,en
3454,5018,5018,62879f52-4e6e-4dd9-a945-48f77e4bf782,Shuts down within few seconds after opening,2,0,26.22.0.100,2023-12-02 12:44:40,,,26.22.0.100,0,43,en
3571,5204,5204,084e374e-3b6b-4569-8c96-4993d04516f0,"Recently ordered a $200.00 phone and case from them and it was 2 day delivery the day they were being delivered both said out for delivery, the case came and then closer to 8pm the tracking said that it was delayed xndit would be dec 1 when I received it. Tracking still says shipper has not received the package as of today November 30. If I would've known they would I feel mislead me to get a sale I would've gone elsewhere.",2,2,26.22.0.100,2023-12-01 00:33:00,,,26.22.0.100,0,427,en
653,999,999,ac3ba1cf-1546-4a8b-a23e-c7157c998e29,I be paying for my recliner Sofa £425 on Friday 5th of January 2024 so please keep it for me.,5,0,26.23.4.100,2024-01-01 16:42:10,,,26.23.4.100,2,93,en
12523,17971,17971,e4a83a4d-d392-4f8d-a15e-9ee13db18a6a,It's better to show prices with local VAT because otherwise it may confuse users. And it will be a great option to show the price with shipping and applied promocodes.,4,0,26.5.0.100,2023-03-14 02:26:37,,,26.5.0.100,2,167,en
13819,19619,19619,06c6010e-f9bc-42b4-8593-83770a048f73,App never loads. It's just an app to look at pictures of dogs telling me nothing loads. Cute dogs though.,3,0,24.22.0.100,2022-12-14 15:11:25,,,24.22.0.100,1,105,en
9244,13869,13869,4688a4bf-74a4-4b44-ac24-e3a45126e32b,Why do they keep making this app more stupid and difficult to navigate with EVERY update? More steps to do simple tasks. Useless buttons to try and sell things we have NO interest in. But try to find HELP! Buried in the mire!,2,0,26.16.0.100,2023-08-31 16:26:03,,,26.16.0.100,0,225,en
1983,2915,2915,5ed06e40-f7c6-476b-9461-f3ae85ba2c01,Cannot view invoice for purchases much less to be downloaded. That need to be fixed.,2,1,26.23.2.100,2023-12-17 22:47:31,,,26.23.2.100,0,84,en
889,1355,1355,38cc5407-b41a-4e6d-a056-cbf3cb3f00c0,Keeps stopping and will no longer open does not allow me to view a tv size in my room so theres no reason for me to be checking out the vs if I can't check to see if it's going to fit in my room p.o.s. spp,1,1,26.23.4.100,2023-12-30 01:59:15,,,26.23.4.100,0,205,en
15881,22468,22468,22ab098f-bd04-411b-b584-7101f7c1b60a,"A good app overall, but the new way Deal alerts are displayed is awfull, I even have an alert that I can't manage to remove",4,0,24.14.0.100,2022-08-10 10:51:17,,,24.14.0.100,2,123,en
15395,21691,21691,7a5f2c0f-7be8-49d9-b8f8-53a3ca6c9a46,Not able to view secondary images In the review area. To,3,22,24.16.2.100,2022-09-12 13:34:47,,,24.16.2.100,1,56,en
10160,15036,15036,25332ba1-a517-4844-97d1-085a3156e9e3,"Generally Good App. Occasionally, says product will be delivered one date and it arrives 2-5 days later.",4,0,26.13.6.100,2023-07-16 18:11:29,,,26.13.6.100,2,104,en
17056,24341,24341,2e00a532-fabf-445d-8b44-040e29c359a2,"For a multi-billion dollar company, this app is remarkably sluggish and buggy. nevertheless, it's the one they offer...",3,0,24.10.2.100,2022-05-31 19:30:55,,,24.10.2.100,1,119,en
10861,15918,15918,23db6ad3-f2eb-46c4-9ada-2907f566ca52,it's not perfect but I feel the convenience and benefit to those of us who live in remote areas offsets most negative factors with shopping on Amazon.,4,1,26.12.0.100,2023-06-16 08:23:34,,,26.12.0.100,2,150,en
6264,9333,9333,f298b741-3986-4d89-9d37-ce60ab3697d0,"Keeps shutting down. I've noticed this happening with other apps,errors not related to the phone",1,0,26.21.0.100,2023-11-06 20:45:40,,,26.21.0.100,0,96,en
15224,21476,21476,00fb2d8d-22f2-4c4a-8f03-2e7764476157,"I buy a lot of kindle books and I no longer can do that in the app, which I find rather annoying",3,0,24.17.0.100,2022-09-21 23:31:23,,,24.17.0.100,1,96,en
5674,8456,8456,d3822e9d-8975-49aa-aa49-8404d797b4c7,good when it all works. a couple of hick up initially,4,0,26.21.0.100,2023-11-09 21:16:24,,,26.21.0.100,2,53,en
3428,4980,4980,eae792c2-5e70-4a8a-99b9-e0d36aa06856,Another favorita store prefieres 2 to 1...,5,1,,2023-12-02 19:24:15,,,,2,42,en
4747,6924,6924,28674fea-5b53-4d8b-8dd5-a8f92ff712c5,Everytime it says 2 day prime shipping it shows 3 days at checkout. False advertisement.,1,0,26.22.0.100,2023-11-19 15:27:57,,,26.22.0.100,0,88,en
15990,22655,22655,fd540781-765f-4191-a597-848542b734fa,I LOVE AMAZON & THEIR SPEEDY NEXT DAY DELIVERY SERVICE! THEIR PROCES ARE AFFORDABLE AS WELL. THE ONLY THING I WOULD WORK ON IS THE QUALITY OF CLOTHING..,4,0,24.12.6.100,2022-08-04 00:57:28,,,24.12.6.100,2,152,en
6494,9626,9626,35e2f2ff-cd3f-4f4c-bf29-0e07b3332c85,crashes every time I use the search bar,4,0,26.21.0.100,2023-11-06 14:33:56,,,26.21.0.100,2,39,en
8128,12054,12054,0bfa2c65-f4d9-4ca8-95cf-301575f41222,Tried to apply a gift card and would not work so I contacted customer support and got it all sorted out.( I accidentally changed my country),5,0,26.19.4.100,2023-10-15 13:55:32,,,26.19.4.100,2,140,en
15507,21849,21849,c0daeec7-321e-4211-8442-d5714a6bcd69,"Good app, better off on the website though. Soooo many times it goes oh this doesn't ship to ur address at checkout. Seems like this filters out on the pc",3,1,24.15.2.100,2022-09-06 09:36:06,,,24.15.2.100,1,154,en
8580,12864,12864,5495acef-04f4-4257-beab-28cf792558ad,Made comments about China stuff have been blocked forever.,5,0,,2023-10-03 19:49:18,,,,2,58,en
9604,14320,14320,38a8232f-69e8-48ed-98cb-7578f604f160,I lost 50.00 because they wouldn't help honor a gift card from Mistplay. I can't get lava script or whatever it's called Very sad I wasted so much time getting to that amount to lose it,3,0,26.15.0.100,2023-08-12 18:09:22,,,26.15.0.100,1,185,en
1184,1770,1770,435edba9-7d17-4741-aa65-f62e1572228a,Don't want to see 🔎 Amazon everytime I highlight something,1,0,26.23.4.100,2023-12-27 08:37:34,,,26.23.4.100,0,58,en
3799,5524,5524,b207eca3-06eb-4cf9-9238-68b2de24db4d,Prime price went up‼️ Next day shipping is almost non existent‼️ They sometimes charge extra for next day shipping‼️ Drivers don't follow delivery instructions‼️ But they are convenient....,2,0,,2023-11-28 13:23:49,,,,0,189,en
12953,18499,18499,07bd6ce9-985e-4aa7-82cc-74ccfeb40c7e,App is so slow and doesn't load half of the time.,4,0,26.3.0.100,2023-02-11 22:14:38,,,26.3.0.100,2,49,en
6700,9878,9878,d8caafdd-2786-47a7-b61a-4dad764e5d69,"App is freezing constantly as others have mentioned. Obviously related to videos you just have to play mid search results. Bugs are reasonable, but this has been going on for a week, fix it or roll it back what the heck",1,2,26.21.0.100,2023-11-06 07:33:51,,,26.21.0.100,0,219,en
16230,23025,23025,cb78562c-4f22-42e1-8035-ae1de437152d,"Overall good app but I don't see why I can't buy kindle books from it, what's the point of the app if your going to force me use the website",4,0,24.12.6.100,2022-07-18 22:26:45,,,24.12.6.100,2,140,en
366,578,578,8f5e8e0f-0a8a-41eb-9e21-e3c66b7821fc,Ordering and shipping are great but delivery to my apt. door (am disabled) doesn't always get to my door and gets put out in the general hallway and frequently gets stolen when that occurs.,4,0,26.23.4.100,2024-01-04 18:23:10,,,26.23.4.100,2,189,en
8548,12811,12811,5af03142-8e1a-442c-ae75-78651e0559de,"Order Page no longer show my previous orders. The page only show ""Buy again"", but under it says, ""Last 6 months"" and its blank.",3,1,26.19.4.100,2023-10-04 20:35:27,,,26.19.4.100,1,127,en
14652,20701,20701,37d7c8a5-01bc-4e36-99d8-508efaeeb514,"Normally a good order experience, however this time was very unprofessional as the online chat help was awful; I reported a whole order missing but they are trying to make me fill out several different forms for the same shipping order. It's ridiculous, how do they all not have the same access to the emails we send? An now, I got 2 different replies over 1 of the 2 items needing to be refunded. I am considering canceling my Amazon Prime Account over this.",2,0,24.19.0.100,2022-10-27 10:31:12,,,24.19.0.100,0,459,en
5622,8377,8377,c44215b2-ce2b-4646-a59b-9724cd85d314,"It's pretty good but needs a few improvements like enabling customers to share items with others via text and emails, which would help increase sellers sales,which it's a win-win. ;)",4,4,26.21.0.100,2023-11-10 13:17:36,,,26.21.0.100,2,182,en
13180,18785,18785,4842b828-b822-4245-93f5-28f9eb724a7d,It's works the customer support is good No problems yet. But it's a shopping app and works am I surposed to be surprised it works.,4,2,26.1.2.100,2023-01-24 12:04:40,,,26.1.2.100,2,130,en
15808,22331,22331,2506be7d-a5fa-4cec-a921-c38fb7db9d72,I haven't been able to access my account information for a week. Uninstalled and reinstalled and still have to go the the webpage to find my saved and personal information. They need to fix the app or throw it away.,3,0,24.14.0.100,2022-08-15 19:06:45,,,24.14.0.100,1,215,en
2052,3020,3020,54f483a7-4587-47b0-ab8f-71fbec06c1f0,"There was a recommend search for ""Gifts for your dad"" and my dad is dead. I find that incredibly disrespectful and hurtful🥲",1,1,26.23.0.100,2023-12-17 06:43:58,,,26.23.0.100,0,123,en
14490,20487,20487,c38b41b8-2ce8-43a0-9361-bc686d895254,Hasn't been notifying me of when packages have arrived.,2,3,24.20.2.100,2022-11-06 17:34:44,,,24.20.2.100,0,55,en
11198,16293,16293,8b25a4a7-7efa-4e75-819c-53f26e6bd1db,Great. Works as expected but no dark mode? Entire app is just super bright and drains battery. Would also like the option to hide the inspire button.,4,1,26.11.0.100,2023-06-08 00:25:44,,,26.11.0.100,2,149,en
3134,4532,4532,e88819fe-b225-4c1c-90a0-fc06e91a6160,"You put the ""select all"" back and then it away again 😔😭",1,0,26.22.0.100,2023-12-06 03:30:04,,,26.22.0.100,0,55,en
2796,4062,4062,90c455c7-45ee-4a75-89c6-b85066503335,"It has been awesome. If you are dissatisfied with an item, you can return it but it takes a while for your refund.",5,0,26.22.0.100,2023-12-09 14:42:16,,,26.22.0.100,2,114,en
11903,17153,17153,3cff6701-085a-4a22-80a5-e642c64695a1,It's good (when it works) but I've been having some problems with it loading the pictures of the items I want to look at or just everything in general. It says that the page couldn't load. I have outstanding internet and everything else on my phone works and loads right but for some reason this app doesn't want to load. If it helps this happens every little update that you do aside from quantity of items.,3,116,26.8.0.100,2023-04-25 16:27:36,,,26.8.0.100,1,408,en
301,471,471,6cd4fdc6-f68f-4405-9a85-15decf3b0500,Gotta love the ease of shopping with Amazon.,5,0,26.23.4.100,2024-01-05 15:14:53,,,26.23.4.100,2,44,en
9908,14716,14716,de24b4fb-c255-4876-81c1-48a66653b2bb,having the navigation buttons at the bottom SUCKS! the entire layout is bad.,2,0,26.14.2.100,2023-07-29 08:14:07,,,26.14.2.100,0,76,en
10693,15712,15712,0e32c36a-8ec0-43bf-a350-62076538ceed,It used to be working really well but for the last 3 months I can never see my orders from the app. I always have to go to the computer and do whatever I have to do there. It's very annoying!,2,0,26.13.0.100,2023-06-22 20:02:49,,,26.13.0.100,0,191,en
12867,18393,18393,0d8a869c-09f5-4888-996c-9c7f595784c7,"Good app but needs dark mode. Edit 2021: App still doesn't have a dark mode, or do they not want sales past 9pm lol...Edit 2023 still no dark mode even with Android 13????!!!!",3,4,26.4.0.100,2023-02-18 06:48:30,,,26.4.0.100,1,175,en
10769,15807,15807,6bcaa8e8-e3d0-431a-871d-34e2c4bef5d3,"I spend $1,000's with Amazon this app but it bombards me with Ads. The deliveries are usually very fast, so I still use AMAZON. They try to have everything ready us.",4,0,26.12.0.100,2023-06-19 16:35:06,,,26.12.0.100,2,165,en
213,339,339,02e12144-b1be-408f-9e2c-a5b147bf140a,Best way to shop with out leaving your home! Thanks Amazon!,5,0,26.23.4.100,2024-01-06 12:51:06,,,26.23.4.100,2,59,en
15080,21268,21268,34aa3711-4606-4712-bf55-821a2285109f,"No buy now button only add to cart, fix this please.",3,1,24.18.0.100,2022-10-01 09:19:27,,,24.18.0.100,1,52,en
17166,24546,24546,8ffb433e-c343-4a3c-a9f7-33e7a4c6a7ce,Got a glitch throughout my whole account that also includes the website version where I can't watch review videos. Super weird.,3,0,18.21.2.100,2022-05-25 21:24:52,,,18.21.2.100,1,127,en
9198,13813,13813,bc454beb-0988-47bb-af2c-16917dfaee22,It took so long to load it was almost a hour that I had to wait until it downloaded it was so long 😭,3,0,26.16.0.100,2023-09-03 01:13:38,,,26.16.0.100,1,100,en
11808,17036,17036,0dc8ddb1-39b0-40ce-8433-3c95edceb4bb,I can't see the pics or watch the videos in the review section.,2,0,26.9.0.100,2023-04-30 22:10:28,,,26.9.0.100,0,63,en
1993,2932,2932,d6d56c70-7dfa-458c-9ebd-7ffdecc28686,Best Holiday App ever! Great shopping experiences. No issues.,5,0,,2023-12-17 19:29:55,,,,2,61,en
8907,13432,13432,c022c840-52a1-466e-b995-bc5ef46f4dbe,Is anybody else get an extra charges from Amazon for things you did not order or things you did not subscribe for anybody else has to deal with like five or six different people just to get one thing done and have to deal with them asking you a million questions about 20 different times and it should be them doing their job and they're refusing to do their jobs has anybody else noticed that Amazon's prices are going sky-high and there are other places to shop with the same exact same thing,2,1,26.17.2.100,2023-09-20 16:33:06,,,26.17.2.100,0,494,en
15713,22153,22153,908caa9a-fb75-4f2a-9023-ecc096e5a008,I am trying to purchase a smartwatch,4,0,24.5.2.100,2022-08-23 15:20:46,,,24.5.2.100,2,36,en
11805,17031,17031,9226ef79-f809-4ae9-af3f-5dd1fe431f1d,"I use to be able to save thru Amazon but with everything in this nation rising sky high price wise, its hard to tell the difference what kind of savings that I'm getting with this app.",3,0,26.9.0.100,2023-05-01 10:33:28,,,26.9.0.100,1,184,en
10270,15187,15187,7998fd3e-4d5a-41fc-a8a0-0b733b66291b,"Not bad. I like the search bar at the bottom, it was confusing at first but it actually makes a lot of sense. My problem is that the last thing I searched for is always there. If I try to delete the search entry it comes back next time I search so I have to delete it before searching for something new. Very annoying.",3,0,26.13.6.100,2023-07-12 00:05:22,,,26.13.6.100,1,318,en
16056,22771,22771,7c6d6376-2d4d-4389-ab4f-71bf80739eae,"redundant frustration logging into my own account with new phone . rep was pretty quick and thorough, but at sometimes slightly on the rude side..I'm frustrated cuz",3,0,24.13.0.100,2022-07-29 18:54:14,,,24.13.0.100,1,164,en
4136,6030,6030,9c5c1328-081c-4d01-bbbe-5c7e3b871f7b,Works well. Shopping stays in basket until you delete it. Informs about price changes. Has the option to stay logged in. Items can be cancelled until prepared for shipping and customer support is responsive and easy to contact. Amazon please bring back the filter option to buy from Amazon directly only. The store is flooded by Chinese Marketplace sellers making it tedious to find what you are looking for without scrolling through hundreds of cheap products and sponsored items.,4,15,26.22.0.100,2023-11-25 08:05:36,,,26.22.0.100,2,481,en
7257,10575,10575,e8226a30-b6e1-4cf2-9ba2-6e369fc11828,Constant annoying crashes within seconds for past few days.,3,1,26.21.0.100,2023-11-04 10:53:03,,,26.21.0.100,1,59,en
17157,24534,24534,7f883bc5-ba0b-4473-b6a8-9afee1b7fa15,Even when a subscription for cat food has been discontinued they continue to send and make you pay for. $40.00. My cat can't eat it. It makes her sick.,3,0,24.9.0.100,2022-05-26 02:57:57,,,24.9.0.100,1,151,en
7998,11832,11832,74983959-60a0-447d-8a55-b05af133775b,Had Amazon app on my phone. Removal of my card details n uninstalled it from phone- only have this on my Samsung Galaxy tab. Before I uninstalled from phone it shows items in basket ...then looked at Amazon on my tab it was zero in basket how can this be? Surely it display either on both at same time?,3,0,26.19.4.100,2023-10-18 15:24:09,,,26.19.4.100,1,302,en
6868,10075,10075,4346c5b9-704d-412e-9948-15d88a07d45d,"Since the update, my app keeps crashing! I do alot of shopping on Amazon, I sure hope this problem is fixed soon!",4,0,26.21.0.100,2023-11-05 23:02:17,,,26.21.0.100,2,113,en
6625,9790,9790,d8723b1e-eea2-4059-95a1-ac317c9c0210,Loads very slow and lately it's been freezing my phone. None of .y other apps do that so it's not my phone. It feels like they are building bloat on top of bloat.,2,0,26.21.0.100,2023-11-06 10:38:16,,,26.21.0.100,0,162,en
12562,18018,18018,dd296e82-4619-40b7-b8a4-f4cc2a059798,"Was a good price,but when we pulled white paper off it had scratches all over the window.",3,0,26.3.0.100,2023-03-11 17:19:29,,,26.3.0.100,1,89,en
7767,11403,11403,5a1688b0-0744-46c3-aa06-69523af850ca,Always love shopping at Amazon. The website is very user-friendly. I usually find some great deals no matter what day I'm on Amazon.,5,0,26.20.0.100,2023-10-25 11:05:46,,,26.20.0.100,2,132,en
9274,13902,13902,a5a78e0c-7029-4032-860b-b8e596963ba5,It would be nice if your delivery persons could deliver to the correct address.,3,0,,2023-08-30 08:08:45,,,,1,79,en
7434,10809,10809,b2e06dca-0bca-484d-b631-32c12407cbe9,"everything is amazing! so easy and convenient, perfect for a busy household.",5,0,26.21.0.100,2023-11-03 03:15:27,,,26.21.0.100,2,76,en
14733,20803,20803,b76ccb57-8d49-426d-9451-6a03e4d2a6c2,Some employees are rude and not helpful n friendly,4,0,24.19.0.100,2022-10-22 01:09:13,,,24.19.0.100,2,50,en
16022,22714,22714,2f7767e7-cf52-4447-bf3a-067da794a81c,"When did the price change for prime and why was no one notified in advance? And since when does Fresh charge a bottle fee? When using EBT, there use to be no cash charge allowed! Use to be my favorite app. I hope someone stays a service soon to rival Amazon, I'll cancel my subscription in a heartbeat",3,1,,2022-08-01 18:48:50,,,,1,301,en
14166,20071,20071,416aaf2c-a1ed-47f6-9d2f-29bb462f7b8d,They advertise overnight shipping available with a time frame and then of course it's running late problem with shipping. Why even bother to offer the service to begin with. Another thing also why are people still paying membership for if they don't keep there word on the 2 day shipping anymore.,2,0,24.21.4.100,2022-11-26 12:31:52,,,24.21.4.100,0,296,en
16612,23628,23628,971e73ca-ebff-4879-98f1-1b840f3ac729,"Not too bad, but the app BADLY NEEDS DARK MODE OPTION.",3,1,24.11.0.100,2022-06-22 02:00:41,,,24.11.0.100,1,54,en
12383,17780,17780,ac146ecd-a271-4141-91a1-2388720435aa,2 of my packages keep being undeliverable,4,0,26.6.2.100,2023-03-24 15:57:59,,,26.6.2.100,2,41,en
17132,24479,24479,5e6403ca-63fb-4081-8c48-39dd26158867,"You can find almost anything on Amazon, but the prices aren't always better. Usually good for hard to find items.",4,0,24.10.2.100,2022-05-27 14:13:43,,,24.10.2.100,2,113,en
4739,6911,6911,cf55ac7d-d15b-403b-b113-1fa7727bdc55,"Spams you with shopping notifications. No way I've found to opt out of unimportant spam messages either turn them all off at the android level and miss important ones or get spammed everyday with sales ads notifications like back to school. I'm 61 I'm not in school. This app has gotten worse overtime. I'm a 10yr plus prime member, I should not have to get spam notifications on my phone when I'm paying for prime.",1,7,26.22.0.100,2023-11-19 17:16:30,,,26.22.0.100,0,415,en
8542,12798,12798,a985eb5b-8a28-4338-85e8-4fe119e98ed4,"Th God h problemh been awhile to v to the hospital high fe,l U g y to h by happy to hear from hy h the h h h",2,0,14.1.0.100,2023-10-05 03:25:20,,,14.1.0.100,0,108,en
10572,15559,15559,8abdc17a-0005-446c-893c-3a4d54558df6,"I had a package that was set for same day delivery, then got pushed back a day, then got pushed back again just to get a notification that it was undeliverable. I ordered it again and it's set for same day delivery again so it's in stock. What's the issue Amazon? I'm really annoyed at this point.",2,1,26.13.6.100,2023-06-28 12:00:34,,,26.13.6.100,0,297,en
7255,10573,10573,d0091ce7-37c0-4897-abd2-7b89d9d1f662,"Suddenly stop supporting Z Fold, keeps openning web browser. Always switch to visa although Venmo is already marked as default payment.",3,0,26.21.0.100,2023-11-04 10:56:26,,,26.21.0.100,1,135,en
3594,5242,5242,b7f83ed0-58cd-4e03-b6b1-54e036206473,It's very bad Westing time and money Don't ever think to order anything from Amazon because the seller are not qualified And the worst is the currier they will tell you to wait them and they will never come just to west your time And for the refund the amount of your order it will be holder for 3 to 5 working days In conclusion they hold you money and the Westing you time by waiting the currier and sometimes they sell not original products and the confirm for you that is 100% original,1,0,26.21.0.100,2023-11-30 17:36:09,,,26.21.0.100,0,489,en
7833,11520,11520,33d57d32-d464-463a-b71c-7174f86e0b86,"This app's lack of a ""Night Mode"" is surprising, as this feature is essential for nighttime usage. ""Night Mode"" adjusts the colour scheme to reduce blue light, making it easier on the eyes in low-light conditions, like during the night. Its absence in the app affects usability for night users.",2,6,26.20.0.100,2023-10-23 15:20:30,,,26.20.0.100,0,294,en
15084,21273,21273,d92b18a8-43b4-47e5-84ea-9e053a53bf43,Can I receive a dog gone thing on time for once? Shipping IS HORRIBLE!,2,1,,2022-10-01 01:07:08,,,,0,70,en
5908,8824,8824,95f9509c-d8ff-4431-ac76-78fe0471c27a,"Awful app. Buggy and won't let me use gift card balance to buy items. Customer service requested I buy more gift cards to solve my issue, then after I did, apologized and said nevermind we'll refund you in 5 days. Garbage. Garbage. Garbage. Be careful",1,0,26.21.0.100,2023-11-07 17:50:57,,,26.21.0.100,0,251,en
15311,21584,21584,4b8b5b5a-cc94-475f-a70e-cc17b75d063c,"Changed review from one star to four. The interface is... way better. Doesn't lag as much, way more responsive. I find it pretty acceptable now. I no longer feel frustrated every time I visit a product page.",4,11,24.17.0.100,2022-09-17 11:56:01,,,24.17.0.100,2,207,en
4775,6961,6961,c0f3f168-3e8d-4030-9d15-6b1b952643ac,"i Love Shopping from AMAZON, almost Everything i have in my Place are From Amazon Online Store, included I'm a Prime Member as well❤️❤️❤️❤️",5,0,26.22.0.100,2023-11-19 09:25:47,,,26.22.0.100,2,139,en
11634,16821,16821,e9ba9522-8b76-465a-bd9d-278ff03db27e,"Amazon shipping is really suffering these days. So be weary of that. Don't order anything you want by a certain date. They will let down. As of this morning, my order is now 7 days late, and they have been telling 1-2 days the whole time. With no updates. It's a large package, so I wanted to be home when I got it. Oh, and they have given me like 3 different excuses on why it hasn't shipped.",2,1,26.10.2.100,2023-05-15 10:21:36,,,26.10.2.100,0,393,en
